ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER
1336215-20070216,1884758,260046,1
1768463-20070618,1768463,246828,3
1597015-20061116,1762328,292146,1
1893215-20081016,1926290,328780,1
1194132-20030216,1308048,11414,2
54622-20160516,2453407,8403,2
31775-20030216,1352484,53737,1
2027073-20110216,2072448,305092,4
1358210-20070216,1789439,264420,1
1275344-20020917,1275344,252416,1
1899571-20111016,2112222,302468,2
2008012-20091116,2008012,261074,2
1597721-20070216,1785816,210071,4
1737496-20060626,1737496,306295,1
2177362-20120822,2177362,329933,11
1140521-20030216,1332873,213140,1
1818215-20090316,1952103,288081,2
1646187-20051013,1646187,296704,1
1889101-20080215,1889101,327594,1
1242708-20020327,1242708,65406,1
2098926-20110603,2098926,338256,2
1884260-20130716,2260112,326053,1
1592978-20050408,1592978,216464,2
1171722-20030216,1325167,219310,1
1592147-20110216,2070864,34248,2
1093076-20080116,1876945,207014,1
1740254-20091116,1995438,275767,2
2042107-20100621,2042107,354373,1
1302844-20050216,1566569,255560,1
28547-20050816,1608178,85212,2
21761-20110516,2085156,9030,1
1821297-20070521,1821297,317666,1
42745-20110916,2105748,86194,1
62250-20030216,1315284,41997,1
2129844-20130716,2260831,352140,2
1337310-20040216,1476645,25415,9
1444237-20031125,1444237,269382,1
6617-20121016,2181002,62781,1
5025-20030216,1316645,50467,1
1382134-20031116,1440535,260261,2
1299375-20040216,1465676,253819,1
1357285-20030604,1357285,263913,1
1698688-20120716,2155462,304095,2
23667-20020216,1204583,29812,1
1141437-20020216,1218732,213811,1
2177084-20140816,2339731,374118,1
1334769-20030402,1334769,259230,1
1938960-20081110,1938960,338780,1
18674-20080516,1895161,7551,36
1225299-20060516,1689644,85325,76
1274525-20040216,1465366,252107,1
1243570-20030216,1327060,245769,1
1351552-20070216,1789028,261025,1
1801028-20080116,1878183,314096,1
55140-20050216,1559475,57489,1
2153561-20120511,2153561,372304,2
1095035-20020216,1217174,207944,1
1800799-20090316,1949559,17980,2
1804553-20111016,2112011,285400,3
19475-20100516,2022987,7943,1
1969517-20110416,2081117,60816,4
1332843-20060216,1659790,52911,3
1970053-20110916,2105910,213986,2
1679277-20070208,1679277,67440,10
74960-20050216,1552918,22347,1
1769836-20071216,1872845,310542,1
1801226-20090116,1941788,313191,1
2093488-20110426,2093488,361727,1
1225494-20030216,1326386,243156,1
49435-20030216,1314267,37228,1
83638-20021116,1292729,68507,2
1142041-20030216,1324114,214089,1
49005-20011116,1176870,17112,1
1330166-20030128,1330166,257264,1
35848-20031116,1433516,54313,1
1444926-20050216,1568680,267936,1
1621940-20050921,1621940,295588,1
1578361-20090416,1957667,288400,1
12162-20110716,2095109,26958,1
37658-20110316,2076383,64071,1
1301742-20050216,1566455,255034,1
1741099-20090316,1951249,204685,3
1520792-20050516,1591061,281982,1
2084774-20110527,2084774,360398,1
1909838-20080609,1909838,332494,1
1095432-20070216,1785667,208137,1
1248427-20030216,1352913,36579,2
2042195-20100622,2042195,354397,1
1963769-20110416,2083061,341947,1
1250124-20020628,1250124,250122,1
35927-20040816,1413790,32979,1
1274716-20021015,1274716,252159,1
1488017-20041116,1543763,4167,1
1646574-20070216,1794142,296895,1
73457-20020216,1212694,61222,1
51137-20010216,1099664,17416,1
46726-20040216,1458215,56058,1
1518579-20040830,1518579,81402,2
73825-20060216,1654421,21895,1
1228575-20110416,2081862,245233,1
1119584-20040216,1462006,209395,1
26736-20040216,1457591,53024,1
1963582-20121016,2182491,341689,2
1302382-20040216,1465949,255366,1
1248368-20020701,1248368,248215,1
55011-20040216,1458494,57458,1
79992-20020216,1209330,48647,1
1575268-20120716,2155304,286957,1
1301763-20110116,2067042,255074,1
1270679-20031116,1438956,250284,1
1645138-20070816,1836818,279885,3
47975-20040216,1459427,64420,2
1357378-20060216,1668321,263962,1
68370-20020216,1212482,60005,1
26103-20060216,1652481,10706,1
1334072-20060216,1659998,53881,3
1519203-20090816,1977971,281252,1
1514596-20061116,1760435,279187,1
1594999-20071116,1909891,67035,2
62329-20040216,1451402,19705,2
1122170-20020216,1217928,210639,1
53654-20111116,2116430,38794,2
16710-20071116,1852920,28116,1
2273-20111116,2116054,24305,1
1892168-20080916,1920397,327552,1
1899171-20080916,1918228,85723,8
1969464-20090430,1969464,343041,1
1649799-20061116,1763539,298290,2
80305-20140316,2305950,67680,1
1927881-20090810,1927881,333130,1
1165480-20030216,1324550,216302,1
16614-20090316,1951063,85699,1
2083794-20110223,2083794,359995,1
1193221-20051116,1633112,60384,2
1473675-20150316,2376950,272023,1
1619541-20101016,2050494,6892,1
1170670-20040216,1463257,218793,1
1221002-20030314,1221002,22501,3
1542273-20050216,1572360,282130,1
39481-20110216,2070413,15823,1
2069920-20141216,2362241,358584,1
18136-19960216,84172,51944,1
2137621-20120131,2137621,369379,1
1224062-20060216,1665755,230354,1
1139803-20020216,1215050,85705,2
52934-19980216,242527,38530,1
1617609-20050714,1617609,37729,4
1170978-20110616,2090762,65525,3
1120050-20030216,1323234,209658,1
1121010-20020216,1217745,210102,1
1868377-20070927,1868377,322752,1
1223633-20110516,2086261,230177,1
53240-20050216,1556666,38647,1
56982-20010816,1160238,64661,6
1299789-20030127,1299789,254032,1
1121571-20040216,1458676,58434,1
13259-20011116,1185080,51371,1
2102730-20110630,2102730,363109,1
1678677-20060403,1678677,287491,2
1847061-20070920,1847061,321974,1
1092392-20040816,1416927,62303,1
1379542-20040216,1468484,264881,1
30098-20070216,1778665,31495,1
31187-20060516,1686724,31797,1
1330508-20030110,1330508,257447,1
1446358-20120616,2149663,270519,1
1273467-20050216,1574916,49464,3
2054534-20100827,2054534,356148,1
1273933-20030216,1328599,251863,1
1743253-20090416,1958028,309121,1
2129898-20111207,2129898,330119,2
1620719-20060216,1674247,295049,1
1305889-20030113,1305889,256801,1
54261-20060216,1660602,57314,1
1621774-20070516,1808681,34061,2
1045808-20030216,1334451,35574,2
1980398-20101116,2058769,331136,2
13679-20121016,2181009,63067,1
1845222-20070914,1845222,321266,1
2089411-20110414,2089411,54982,17
2134023-20111229,2134023,368680,1
1300769-20051116,1638431,254444,1
1591708-20100516,2024957,289354,1
31073-20050516,1582240,14278,2
1802443-20100916,2046471,314575,1
1196871-20030216,1325583,222193,1
1804100-20070316,1804100,315235,1
19107-20030816,1363458,28675,1
1647863-20120416,2139295,39481,2
1622043-20060216,1674384,295630,1
1915213-20080825,1915213,333473,1
1249533-20030216,1327879,248673,1
8917-20101216,2061535,25991,1
1381266-20030722,1381266,265740,1
1302131-20021114,1302131,255242,1
1193263-20020216,1220434,219837,1
2146625-20120322,2146625,370747,1
1276116-20070216,1788068,252753,1
2133781-20111221,2133781,368548,1
2102910-20110623,2102910,363177,1
1490196-20040510,1490196,275567,1
2133779-20111221,2133779,341850,1
26181-20030816,1360199,10762,1
1121969-20020816,1267129,210560,1
2017535-20100210,2017535,350574,1
24454-20020216,1204653,30050,1
1740977-20070216,1793164,291145,1
1595274-20110916,2106579,291202,1
23996-20030216,1317243,52646,1
72001-20060216,1654404,21754,2
1948878-20090120,1948878,16996,24
1591888-20111016,2112007,285335,1
2013865-20100111,2013865,343254,8
1168737-20030216,1324893,217948,1
71695-20150216,2370191,45549,1
1598241-20050715,1598241,284290,1
2163731-20130416,2239526,361005,1
2137968-20120207,2137968,369518,1
13663-20060816,1723068,27349,1
1696477-20061116,1764655,303508,1
1542450-20061116,1752639,57413,2
1196048-20060216,1665412,220693,1
2099006-20110603,2099006,362652,1
1333413-20040216,1454862,34896,2
61349-20060216,1660881,58692,1
2153456-20120511,2153456,366993,2
1968561-20110516,2087192,342593,1
55012-20160316,2443652,14028,2
61591-20040216,1458727,58723,1
1545831-20070216,1880097,284381,1
1771319-20110616,2091802,312160,1
1546597-20050216,1572728,284675,1
1139205-20050216,1558476,52370,2
1738095-20090516,1962523,306628,1
2084938-20110315,2084938,360474,1
1332037-20030816,1378229,258131,1
1302360-20070216,1788341,255358,1
1442937-20060216,1668924,268812,1
1921935-20090416,1958499,334938,1
39399-20100516,2024180,86180,1
1547137-20090916,1983510,285274,1
1479678-20061116,1747029,18159,2
1768652-20080316,1887252,310939,1
1479095-20060216,1669827,274039,1
85852-20020216,1224978,66610,36
1514211-20080116,1877534,278998,1
1799454-20070117,1799454,313482,1
1250112-20030216,1314637,38898,2
2037937-20100615,2037937,354156,1
1169855-20030216,1310213,22818,3
53960-20080516,1896260,57265,1
1819905-20090816,1978583,317028,1
1144238-20111216,2122405,48845,1
37443-20020216,1205852,33414,1
2089199-20110408,2089199,361271,1
1677851-20110516,2086758,300467,3
1226413-20040216,1494492,243575,1
1247426-20020523,1247426,247742,1
1303187-20050216,1566457,255036,3
80742-20120216,2131501,67779,1
1717956-20091016,1989806,305428,1
2098443-20110524,2098443,362438,1
1221920-20020115,1221920,223172,1
1766634-20070216,1797182,309574,1
78934-20020216,1202660,23102,2
37651-20031116,1430729,33469,1
1947986-20130116,2201328,339751,1
6869-20110116,2066639,86554,2
2153044-20120503,2153044,372057,1
1489281-20060216,1670031,275085,1
1958691-20090219,1958691,341028,1
1226908-20020312,1226908,243804,1
2151970-20120504,2151970,33161,2
36185-20030216,1313107,33037,1
1985891-20090812,1985891,205036,3
1379739-20040216,1468525,265000,1
1802320-20070221,1802320,288338,2
1797765-20070730,1797765,312814,1
31902-20070216,1781744,53758,1
1883599-20111016,2112516,323510,1
1475817-20040315,1475817,40128,2
1250028-20120316,2136119,250065,1
11352-20041116,1526005,26718,1
1277245-20120116,2127413,253220,1
1618220-20050715,1618220,293977,1
46367-20060216,1660394,56006,1
27333-20040216,1675064,11288,1
1888511-20081016,1926254,327226,1
70181-20021116,1291119,60402,1
1042315-20031116,1407868,8649,1
1718334-20060609,1718334,305651,1
53726-20060216,1653745,17851,2
23928-20050216,1560347,63457,1
37945-20110616,2089754,7654,7
76945-20030216,1336937,67064,1
1357496-20080516,1897095,264045,1
57714-20030216,1318671,57994,1
1619578-20080916,1918078,65465,18
1357148-20040216,1468158,263834,1
1354139-20030502,1354139,210852,2
1737262-20070516,1809287,44820,7
1844251-20090816,1978741,320877,1
25815-20120216,2131380,45084,8
1171549-20020816,1261434,55077,2
1271485-20020814,1271485,250718,1
1681843-20080416,1890812,261321,9
1577840-20050224,1577840,288110,1
23589-20060516,1801697,52570,1
1145301-20140316,2306213,215928,1
24270-20040216,1449945,9827,1
2088179-20110324,2088179,360777,1
2129664-20131216,2292752,368097,1
2153072-20140516,2319398,372074,1
1477976-20060216,1665151,218288,2
1047700-20030216,1322478,204829,1
2153364-20120607,2153364,216491,2
1679627-20090516,1962443,301145,1
1908218-20100616,2030759,331744,1
1166369-20030216,1324651,216770,1
49996-20020816,1261776,56551,1
1332663-20031210,1332663,49177,2
1887650-20091016,1990350,326700,1
1275364-20021023,1275364,252424,1
1357068-20060216,1656412,30532,3
1492258-20100516,2024816,276591,1
18757-20120516,2143324,7551,63
31907-20040216,1457750,53759,1
35947-20040216,1457883,54332,1
1577018-20090516,1961167,57196,3
57111-20040216,1458585,57876,1
1357009-20150516,2386879,22289,3
1494580-20070216,1791211,277785,1
82330-20040216,1456909,49589,1
1518543-20040827,1518543,280940,1
31154-20020216,1205280,31787,1
1681728-20070216,1795305,302098,1
34741-20060516,1684912,14905,1
1592953-20050411,1592953,290008,1
1246823-20020604,1246823,247426,1
47778-20041116,1524077,16886,1
56153-20040216,1455775,39794,1
72465-20020216,1199723,8789,2
70477-20050216,1552724,21429,2
74759-20130616,2248024,22304,1
1336490-20050216,1567369,260194,1
39957-20050216,1551538,15879,1
52630-20080316,1886103,57033,1
1226743-20030216,1326630,243727,1
45863-20121216,2193749,35984,1
1798211-20070216,1800995,313002,1
1903307-20080423,1903307,330563,1
1143115-20040816,1508447,214690,1
1225114-20040216,1464105,242979,1
1477015-20060516,1690615,211131,2
1299860-20030216,1329174,254074,1
1820183-20110516,2086951,317191,1
1741688-20070104,1741688,308304,1
1998871-20091007,1998871,14801,20
1404009-20030902,1404009,267421,1
1927587-20081001,1927587,336558,1
1596037-20130516,2242044,58723,3
1619328-20120816,2159737,64037,2
16351-20020216,1210131,51719,1
1443192-20040816,1508194,210417,3
56878-20040216,1455813,40076,1
1334460-20030221,1334460,259106,1
1847437-20090416,1958342,322147,1
2120962-20111121,2120962,366855,1
75123-20070216,1776697,22385,1
2089411-20150116,2365891,54982,17
1979701-20110216,2072146,287210,2
2002507-20111016,2112570,326722,3
1171516-20040516,1486784,219197,1
2208-20020216,1214830,85380,1
1514855-20050216,1571659,279329,1
1491719-20040816,1513525,276358,1
1382642-20110316,2076029,57665,2
1948911-20090115,1948911,340083,3
64375-20020816,1258674,42770,1
2103965-20110707,2103965,67759,5
1822780-20070613,1822780,318326,1
1619293-20091016,1989372,278411,1
52168-20061116,1753614,64536,4
1352879-20050216,1566238,253332,1
2157129-20141216,2361656,323484,2
2179900-20120810,2179900,306304,2
2188895-20120918,2188895,299999,2
48969-20050216,1556463,37058,1
1303201-20110116,2067031,255036,7
35496-20020816,1256597,32849,1
1245116-20020430,1245116,246519,1
1122502-20070216,1785925,210826,1
1646240-20070516,1815278,296728,1
2125917-20111115,2125917,367335,2
2125013-20111026,2125013,308481,1
1138933-20020216,1218354,212119,1
1043230-20050216,1562635,202184,1
2129921-20150116,2366155,85731,4
2192938-20121012,2192938,376313,1
1543257-20090516,1960591,22021,1
1575980-20130416,2271499,287319,1
71879-20020216,1202239,21721,1
73974-20050216,1552887,22156,2
1095323-20020216,1217202,208081,1
2129310-20130616,2249066,207988,28
18892-20040816,1503980,51998,1
1948734-20100216,2010542,40128,2
52876-20110716,2095339,38507,1
1939134-20121116,2186316,46010,3
46217-20030816,1365100,36129,1
1141880-20070216,1782778,60619,3
1803905-20070314,1803905,277224,2
1494008-20040527,1494008,277460,1
1619617-20120316,2136124,250998,3
67055-20030216,1319008,59761,1
39201-20070516,1808667,33883,1
2088158-20110406,2088158,360758,1
1869561-20100916,2046669,323298,1
1171840-20040216,1463354,219346,1
34643-20101216,2061289,14885,1
1303109-20030216,1307918,10346,4
1938883-20081110,1938883,338754,1
12017-20050516,1583624,26919,1
1489226-20050216,1570456,275050,1
376-20030516,1338054,69,1
1847179-20090616,1968224,322024,1
2003721-20091102,2003721,348531,1
1843434-20110816,2101716,320562,3
1352406-20090116,1940926,261441,1
1335228-20110416,2082009,259536,1
1354630-20050216,1556174,35704,2
1575590-20060216,1666428,248823,2
1119319-20060216,1664137,209236,2
1475142-20150416,2381855,221748,2
1933745-20120516,2143539,16593,2
44196-20030216,1308675,16390,2
1899367-20080408,1899367,330029,1
2141251-20120827,2141251,369893,1
1798156-20160216,2439208,85540,3
35093-20081216,1934797,32745,1
21916-20110416,2080934,52390,1
1121484-20020216,1204301,28920,2
1299655-20021120,1299655,253975,1
1619826-20050817,1619826,294704,1
1544059-20041022,1544059,283388,1
52094-20021116,1290699,56953,1
2114039-20110829,2114039,365729,1
1145337-20080516,1895771,30854,2
2073812-20101223,2073812,357932,1
1578110-20140416,2311502,288250,1
1743720-20060919,1743720,309266,1
2211-20020216,1198311,2700,1
1741619-20101016,2052629,308272,1
1145122-20020930,1145122,215835,1
47723-20070216,1773889,5667,2
55576-20030216,1318575,57576,1
11292-20040216,1459130,62961,2
1475582-20070216,1783899,67057,3
48703-20040216,1515648,56334,1
1579311-20050331,1579311,288890,1
1915722-20110716,2095117,27115,1
1277332-20041116,1537158,253353,1
1675418-20110216,2071413,212484,1
1697736-20071116,1866434,304085,1
1224189-20020213,1224189,230405,1
2185384-20120912,2185384,68450,4
1248520-20070216,1776374,20339,2
16043-20050216,1551706,16401,3
1336518-20070516,1813324,260213,1
1274902-20020820,1274902,252236,1
2134341-20120106,2134341,350371,2
2153067-20120504,2153067,372072,1
2060001-20121016,2183043,356871,1
1847432-20070906,1847432,322119,1
69833-20100516,2023950,60332,1
1874434-20071227,1874434,284334,3
7821-20120916,2172783,3917,1
1908753-20120816,2159132,24508,1
1958669-20090218,1958669,340941,3
1921565-20090116,1942231,334121,2
1478306-20120116,2127558,272061,3
1766479-20120516,2144915,273942,2
2147730-20140416,2313351,371260,1
1593535-20060905,1593535,19483,4
27328-20050216,1554981,30742,1
10334-20020816,1254933,26393,1
1093359-20020216,1217002,207161,1
24180-20020216,1204629,29977,1
1494659-20050216,1571095,277420,1
1120777-20090316,1951332,210024,1
1514194-20040708,1514194,278991,1
1331780-20030127,1331780,258037,1
1577369-20060216,1672319,287908,1
1227347-20020313,1227347,29087,8
1618575-20050720,1618575,294145,1
1847583-20070919,1847583,322209,1
1139770-,1139770,212566,1
2042666-20100629,2042666,354600,1
2188862-20120914,2188862,375275,1
1576157-20050329,1576157,256755,2
1646946-20070216,1787027,222774,2
1578417-20050303,1578417,288425,1
1331089-20060216,1665688,229931,1
2138328-20140316,2306405,253162,2
1676804-20060119,1676804,299498,1
1093519-20020216,1217015,207234,1
1021724-20020816,1265757,201439,1
69114-20040216,1458885,60186,1
2049656-20100806,2049656,355676,1
1547627-20041209,1547627,10607,5
1336322-20070516,1813319,260115,1
1352404-20090116,1940925,261441,1
50338-20010216,1116025,81550,1
1575204-20060216,1660258,55050,12
58520-20020216,1212087,58127,1
1245064-20140316,2305529,23154,3
1488818-20050216,1570407,274843,1
86604-20050216,1561486,81898,2
30708-20110716,2095559,53576,1
2087895-20110406,2087895,245752,2
1594296-20060216,1673059,290675,1
1444504-20040216,1469673,269509,1
1678175-20070516,1814818,289837,2
2137746-20120202,2137746,369424,1
36405-20020216,1205762,33100,1
81411-20050216,1561212,67912,1
1623082-20060216,1868071,209933,2
1168366-20020216,1219941,217795,1
2183505-20120820,2183505,375010,1
